service_id,date,exception_type
37067390-20170705140526_v55.10,20170721,2
37067390-20170705140526_v55.10,20170718,2
37067390-20170705140526_v55.10,20170719,2
14058083183-20170602141618_v54.27,20170712,2
14058083183-20170602141618_v54.27,20170710,2
14058083183-20170602141618_v54.27,20170711,2
23100083938-20170602141618_v54.27,20170616,1
21223080523-20170602141618_v54.27,20170712,2
21223080523-20170602141618_v54.27,20170710,2
21223080523-20170602141618_v54.27,20170711,2
18083083188-20170602141618_v54.27,20170712,2
18083083188-20170602141618_v54.27,20170710,2
18083083188-20170602141618_v54.27,20170711,2
23100083935-20170602141618_v54.27,20170616,1
21018069365-20170602141618_v54.27,20170712,2
21018069365-20170602141618_v54.27,20170710,2
21018069365-20170602141618_v54.27,20170711,2
21013069363-20170705140526_v55.10,20170717,2
21013069363-20170705140526_v55.10,20170714,2
21013069363-20170705140526_v55.10,20170720,2
21013069363-20170705140526_v55.10,20170713,2
21013069363-20170705140526_v55.10,20170721,2
21013069363-20170705140526_v55.10,20170718,2
21013069363-20170705140526_v55.10,20170719,2
23500071681-20170602141618_v54.27,20170618,2
14771040979-20170602141618_v54.27,20170712,1
14771040979-20170602141618_v54.27,20170710,1
14771040979-20170602141618_v54.27,20170711,1
17000070456-20170602141618_v54.27,20170616,2
18137080541-20170705140526_v55.10,20170717,2
18137080541-20170705140526_v55.10,20170714,2
18137080541-20170705140526_v55.10,20170720,2
18137080541-20170705140526_v55.10,20170713,2
18137080541-20170705140526_v55.10,20170721,2
18137080541-20170705140526_v55.10,20170718,2
18137080541-20170705140526_v55.10,20170719,2
17000083917-20170602141618_v54.27,20170616,1
18281080584-20170705140526_v55.10,20170717,2
18281080584-20170705140526_v55.10,20170714,2
18281080584-20170705140526_v55.10,20170720,2
18281080584-20170705140526_v55.10,20170713,2
18281080584-20170705140526_v55.10,20170721,2
18281080584-20170705140526_v55.10,20170718,2
18281080584-20170705140526_v55.10,20170719,2
18138043777-20170705140526_v55.10,20170717,2
18138043777-20170705140526_v55.10,20170714,2
18138043777-20170705140526_v55.10,20170720,2
18138043777-20170705140526_v55.10,20170713,2
18138043777-20170705140526_v55.10,20170721,2
18138043777-20170705140526_v55.10,20170718,2
18138043777-20170705140526_v55.10,20170719,2
1134083150-20170602141618_v54.27,20170712,2
1134083150-20170602141618_v54.27,20170710,2
1134083150-20170602141618_v54.27,20170711,2
23500072571-20170602141618_v54.27,20170617,2
18223043216-20170602141618_v54.27,20170712,2
18223043216-20170602141618_v54.27,20170710,2
18223043216-20170602141618_v54.27,20170711,2
50051075708-20170602141618_v54.27,20170616,1
23500071643-20170602141618_v54.27,20170617,2
23100070995-20170602141618_v54.27,20170616,2
17000070521-20170602141618_v54.27,20170616,2
50051071352-20170602141618_v54.27,20170708,2
50051071352-20170602141618_v54.27,20170624,2
21242080530-20170602141618_v54.27,20170712,2
21242080530-20170602141618_v54.27,20170710,2
21242080530-20170602141618_v54.27,20170711,2
4003069332-20170705140526_v55.10,20170717,2
4003069332-20170705140526_v55.10,20170714,2
4003069332-20170705140526_v55.10,20170720,2
4003069332-20170705140526_v55.10,20170713,2
4003069332-20170705140526_v55.10,20170721,2
4003069332-20170705140526_v55.10,20170718,2
4003069332-20170705140526_v55.10,20170719,2
25083232-20170705140526_v55.10,20170717,2
25083232-20170705140526_v55.10,20170714,2
25083232-20170705140526_v55.10,20170720,2
25083232-20170705140526_v55.10,20170713,2
25083232-20170705140526_v55.10,20170721,2
25083232-20170705140526_v55.10,20170718,2
25083232-20170705140526_v55.10,20170719,2
18108083102-20170705140526_v55.10,20170717,2
18108083102-20170705140526_v55.10,20170714,2
18108083102-20170705140526_v55.10,20170720,2
18108083102-20170705140526_v55.10,20170713,2
18108083102-20170705140526_v55.10,20170721,2
18108083102-20170705140526_v55.10,20170718,2
18108083102-20170705140526_v55.10,20170719,2
18056080608-20170602141618_v54.27,20170712,2
18056080608-20170602141618_v54.27,20170710,2
18056080608-20170602141618_v54.27,20170711,2
50051084003-20170602141618_v54.27,20170616,1
17000083800-20170602141618_v54.27,20170616,1
18053069333-20170705140526_v55.10,20170717,2
18053069333-20170705140526_v55.10,20170714,2
18053069333-20170705140526_v55.10,20170720,2
18053069333-20170705140526_v55.10,20170713,2
18053069333-20170705140526_v55.10,20170721,2
18053069333-20170705140526_v55.10,20170718,2
18053069333-20170705140526_v55.10,20170719,2
21307043155-20170705140526_v55.10,20170719,2
18218080712-20170705140526_v55.10,20170717,2
18218080712-20170705140526_v55.10,20170714,2
18218080712-20170705140526_v55.10,20170720,2
18218080712-20170705140526_v55.10,20170713,2
18218080712-20170705140526_v55.10,20170721,2
18218080712-20170705140526_v55.10,20170718,2
18218080712-20170705140526_v55.10,20170719,2
18170083192-20170602141618_v54.27,20170712,2
18170083192-20170602141618_v54.27,20170710,2
18170083192-20170602141618_v54.27,20170711,2
18155043266-20170602141618_v54.27,20170712,2
18155043266-20170602141618_v54.27,20170710,2
18155043266-20170602141618_v54.27,20170711,2
17000083821-20170602141618_v54.27,20170616,1
1132083137-20170705140526_v55.10,20170717,2
1132083137-20170705140526_v55.10,20170714,2
1132083137-20170705140526_v55.10,20170720,2
1132083137-20170705140526_v55.10,20170713,2
1132083137-20170705140526_v55.10,20170721,2
1132083137-20170705140526_v55.10,20170718,2
1132083137-20170705140526_v55.10,20170719,2
1085078737-20170705140526_v55.10,20170717,1
1085078737-20170705140526_v55.10,20170714,1
1085078737-20170705140526_v55.10,20170720,1
1085078737-20170705140526_v55.10,20170713,1
1085078737-20170705140526_v55.10,20170721,1
1085078737-20170705140526_v55.10,20170718,1
1085078737-20170705140526_v55.10,20170719,1
18108083101-20170602141618_v54.27,20170712,2
18108083101-20170602141618_v54.27,20170710,2
18108083101-20170602141618_v54.27,20170711,2
18193069386-20170602141618_v54.27,20170712,2
18193069386-20170602141618_v54.27,20170710,2
18193069386-20170602141618_v54.27,20170711,2
5580063440-20170602141618_v54.27,20170712,2
5580063440-20170602141618_v54.27,20170710,2
5580063440-20170602141618_v54.27,20170711,2
18198080574-20170602141618_v54.27,20170712,2
18198080574-20170602141618_v54.27,20170710,2
18198080574-20170602141618_v54.27,20170711,2
21015083202-20170705140526_v55.10,20170717,2
21015083202-20170705140526_v55.10,20170714,2
21015083202-20170705140526_v55.10,20170720,2
21015083202-20170705140526_v55.10,20170713,2
21015083202-20170705140526_v55.10,20170721,2
21015083202-20170705140526_v55.10,20170718,2
21015083202-20170705140526_v55.10,20170719,2
18102080536-20170705140526_v55.10,20170717,2
18102080536-20170705140526_v55.10,20170714,2
18102080536-20170705140526_v55.10,20170720,2
18102080536-20170705140526_v55.10,20170713,2
18102080536-20170705140526_v55.10,20170721,2
18102080536-20170705140526_v55.10,20170718,2
18102080536-20170705140526_v55.10,20170719,2
18068043170-20170602141618_v54.27,20170712,2
18068043170-20170602141618_v54.27,20170710,2
18068043170-20170602141618_v54.27,20170711,2
18255043179-20170602141618_v54.27,20170712,2
18255043179-20170602141618_v54.27,20170710,2
18255043179-20170602141618_v54.27,20170711,2
21089080550-20170602141618_v54.27,20170712,2
21089080550-20170602141618_v54.27,20170710,2
21089080550-20170602141618_v54.27,20170711,2
21307083181-20170705140526_v55.10,20170717,2
21307083181-20170705140526_v55.10,20170714,2
21307083181-20170705140526_v55.10,20170720,2
21307083181-20170705140526_v55.10,20170713,2
21307083181-20170705140526_v55.10,20170721,2
21307083181-20170705140526_v55.10,20170718,2
21307083181-20170705140526_v55.10,20170719,2
1085083096-20170602141618_v54.27,20170712,2
1085083096-20170602141618_v54.27,20170710,2
1085083096-20170602141618_v54.27,20170711,2
14060083184-20170705140526_v55.10,20170717,2
14060083184-20170705140526_v55.10,20170714,2
14060083184-20170705140526_v55.10,20170720,2
14060083184-20170705140526_v55.10,20170713,2
14060083184-20170705140526_v55.10,20170721,2
14060083184-20170705140526_v55.10,20170718,2
14060083184-20170705140526_v55.10,20170719,2
1051083236-20170705140526_v55.10,20170717,2
1051083236-20170705140526_v55.10,20170714,2
1051083236-20170705140526_v55.10,20170720,2
1051083236-20170705140526_v55.10,20170713,2
1051083236-20170705140526_v55.10,20170721,2
1051083236-20170705140526_v55.10,20170718,2
1051083236-20170705140526_v55.10,20170719,2
23100083963-20170602141618_v54.27,20170616,1
50051079363-20170602141618_v54.27,20170708,1
50051079363-20170602141618_v54.27,20170624,1
50051071443-20170602141618_v54.27,20170708,2
50051071443-20170602141618_v54.27,20170624,2
18072043285-20170705140526_v55.10,20170717,2
18072043285-20170705140526_v55.10,20170714,2
18072043285-20170705140526_v55.10,20170720,2
18072043285-20170705140526_v55.10,20170713,2
18072043285-20170705140526_v55.10,20170721,2
18072043285-20170705140526_v55.10,20170718,2
18072043285-20170705140526_v55.10,20170719,2
23500071640-20170602141618_v54.27,20170617,2
21064069343-20170705140526_v55.10,20170717,2
21064069343-20170705140526_v55.10,20170714,2
21064069343-20170705140526_v55.10,20170720,2
21064069343-20170705140526_v55.10,20170713,2
21064069343-20170705140526_v55.10,20170721,2
21064069343-20170705140526_v55.10,20170718,2
21064069343-20170705140526_v55.10,20170719,2
17000070492-20170602141618_v54.27,20170616,2
17000070599-20170602141618_v54.27,20170708,2
17000070599-20170602141618_v54.27,20170624,2
18169083114-20170705140526_v55.10,20170717,2
18169083114-20170705140526_v55.10,20170714,2
18169083114-20170705140526_v55.10,20170720,2
18169083114-20170705140526_v55.10,20170713,2
18169083114-20170705140526_v55.10,20170721,2
18169083114-20170705140526_v55.10,20170718,2
18169083114-20170705140526_v55.10,20170719,2
50051071289-20170602141618_v54.27,20170616,2
1134083149-20170705140526_v55.10,20170717,2
1134083149-20170705140526_v55.10,20170714,2
1134083149-20170705140526_v55.10,20170720,2
1134083149-20170705140526_v55.10,20170713,2
1134083149-20170705140526_v55.10,20170721,2
1134083149-20170705140526_v55.10,20170718,2
1134083149-20170705140526_v55.10,20170719,2
5580063439-20170602141618_v54.27,20170712,2
5580063439-20170602141618_v54.27,20170710,2
5580063439-20170602141618_v54.27,20170711,2
18239080508-20170705140526_v55.10,20170717,2
18239080508-20170705140526_v55.10,20170714,2
18239080508-20170705140526_v55.10,20170720,2
18239080508-20170705140526_v55.10,20170713,2
18239080508-20170705140526_v55.10,20170721,2
18239080508-20170705140526_v55.10,20170718,2
18239080508-20170705140526_v55.10,20170719,2
21222080522-20170705140526_v55.10,20170717,2
21222080522-20170705140526_v55.10,20170714,2
21222080522-20170705140526_v55.10,20170720,2
21222080522-20170705140526_v55.10,20170713,2
21222080522-20170705140526_v55.10,20170721,2
21222080522-20170705140526_v55.10,20170718,2
21222080522-20170705140526_v55.10,20170719,2
50051079360-20170602141618_v54.27,20170708,1
50051079360-20170602141618_v54.27,20170624,1
18137080541-20170602141618_v54.27,20170712,2
18137080541-20170602141618_v54.27,20170710,2
18137080541-20170602141618_v54.27,20170711,2
23100083931-20170602141618_v54.27,20170616,1
7006018787-20170705140526_v55.10,20170804,1
7006018787-20170705140526_v55.10,20170901,1
18067080610-20170705140526_v55.10,20170717,2
18067080610-20170705140526_v55.10,20170714,2
18067080610-20170705140526_v55.10,20170720,2
18067080610-20170705140526_v55.10,20170713,2
18067080610-20170705140526_v55.10,20170721,2
18067080610-20170705140526_v55.10,20170718,2
18067080610-20170705140526_v55.10,20170719,2
14099069369-20170602141618_v54.27,20170712,2
14099069369-20170602141618_v54.27,20170710,2
14099069369-20170602141618_v54.27,20170711,2
23500071673-20170602141618_v54.27,20170618,2
17000070500-20170602141618_v54.27,20170616,2
17000083869-20170602141618_v54.27,20170708,1
17000083869-20170602141618_v54.27,20170624,1
23100071000-20170602141618_v54.27,20170616,2
50051079348-20170602141618_v54.27,20170708,1
50051079348-20170602141618_v54.27,20170624,1
18026043224-20170602141618_v54.27,20170712,2
18026043224-20170602141618_v54.27,20170710,2
18026043224-20170602141618_v54.27,20170711,2
18165043208-20170602141618_v54.27,20170712,2
18165043208-20170602141618_v54.27,20170710,2
18165043208-20170602141618_v54.27,20170711,2
17000070380-20170602141618_v54.27,20170616,2
7006018784-20170602141618_v54.27,20170621,1
18038069381-20170705140526_v55.10,20170717,2
18038069381-20170705140526_v55.10,20170714,2
18038069381-20170705140526_v55.10,20170720,2
18038069381-20170705140526_v55.10,20170713,2
18038069381-20170705140526_v55.10,20170721,2
18038069381-20170705140526_v55.10,20170718,2
18038069381-20170705140526_v55.10,20170719,2
18278042103-20170705140526_v55.10,20170717,2
18278042103-20170705140526_v55.10,20170714,2
18278042103-20170705140526_v55.10,20170720,2
18278042103-20170705140526_v55.10,20170713,2
18278042103-20170705140526_v55.10,20170721,2
18278042103-20170705140526_v55.10,20170718,2
18278042103-20170705140526_v55.10,20170719,2
18310083200-20170602141618_v54.27,20170712,2
18310083200-20170602141618_v54.27,20170710,2
18310083200-20170602141618_v54.27,20170711,2
21271043185-20170705140526_v55.10,20170717,2
21271043185-20170705140526_v55.10,20170714,2
21271043185-20170705140526_v55.10,20170720,2
21271043185-20170705140526_v55.10,20170713,2
21271043185-20170705140526_v55.10,20170721,2
21271043185-20170705140526_v55.10,20170718,2
21271043185-20170705140526_v55.10,20170719,2
17000083907-20170602141618_v54.27,20170616,1
17000083883-20170602141618_v54.27,20170708,1
17000083883-20170602141618_v54.27,20170624,1
21241080527-20170602141618_v54.27,20170712,2
21241080527-20170602141618_v54.27,20170710,2
21241080527-20170602141618_v54.27,20170711,2
21117053009-20170705140526_v55.10,20170717,2
21117053009-20170705140526_v55.10,20170714,2
21117053009-20170705140526_v55.10,20170720,2
21117053009-20170705140526_v55.10,20170713,2
21117053009-20170705140526_v55.10,20170721,2
21117053009-20170705140526_v55.10,20170718,2
21117053009-20170705140526_v55.10,20170719,2
18312069354-20170602141618_v54.27,20170712,2
18312069354-20170602141618_v54.27,20170710,2
18312069354-20170602141618_v54.27,20170711,2
21215069330-20170705140526_v55.10,20170717,2
21215069330-20170705140526_v55.10,20170714,2
21215069330-20170705140526_v55.10,20170720,2
21215069330-20170705140526_v55.10,20170713,2
21215069330-20170705140526_v55.10,20170721,2
21215069330-20170705140526_v55.10,20170718,2
21215069330-20170705140526_v55.10,20170719,2
21026083203-20170602141618_v54.27,20170712,2
21026083203-20170602141618_v54.27,20170710,2
21026083203-20170602141618_v54.27,20170711,2
18215080576-20170705140526_v55.10,20170717,2
18215080576-20170705140526_v55.10,20170714,2
18215080576-20170705140526_v55.10,20170720,2
18215080576-20170705140526_v55.10,20170713,2
18215080576-20170705140526_v55.10,20170721,2
18215080576-20170705140526_v55.10,20170718,2
18215080576-20170705140526_v55.10,20170719,2
9083166-20170602141618_v54.27,20170712,2
9083166-20170602141618_v54.27,20170710,2
9083166-20170602141618_v54.27,20170711,2
5580063436-20170705140526_v55.10,20170717,2
5580063436-20170705140526_v55.10,20170714,2
5580063436-20170705140526_v55.10,20170720,2
5580063436-20170705140526_v55.10,20170713,2
5580063436-20170705140526_v55.10,20170721,2
5580063436-20170705140526_v55.10,20170718,2
5580063436-20170705140526_v55.10,20170719,2
1022073063-20170602141618_v54.27,20170712,2
1022073063-20170602141618_v54.27,20170710,2
1022073063-20170602141618_v54.27,20170711,2
18045080520-20170705140526_v55.10,20170717,2
18045080520-20170705140526_v55.10,20170714,2
18045080520-20170705140526_v55.10,20170720,2
18045080520-20170705140526_v55.10,20170713,2
18045080520-20170705140526_v55.10,20170721,2
18045080520-20170705140526_v55.10,20170718,2
18045080520-20170705140526_v55.10,20170719,2
18066080613-20170602141618_v54.27,20170712,2
18066080613-20170602141618_v54.27,20170710,2
18066080613-20170602141618_v54.27,20170711,2
21292043320-20170602141618_v54.27,20170712,2
21292043320-20170602141618_v54.27,20170710,2
21292043320-20170602141618_v54.27,20170711,2
17000083905-20170602141618_v54.27,20170616,1
21060083118-20170705140526_v55.10,20170717,2
21060083118-20170705140526_v55.10,20170714,2
21060083118-20170705140526_v55.10,20170720,2
21060083118-20170705140526_v55.10,20170713,2
21060083118-20170705140526_v55.10,20170721,2
21060083118-20170705140526_v55.10,20170718,2
21060083118-20170705140526_v55.10,20170719,2
17000083805-20170602141618_v54.27,20170708,1
17000083805-20170602141618_v54.27,20170624,1
18119083099-20170602141618_v54.27,20170712,2
18119083099-20170602141618_v54.27,20170710,2
18119083099-20170602141618_v54.27,20170711,2
23100083941-20170602141618_v54.27,20170616,1
21297083176-20170602141618_v54.27,20170712,2
21297083176-20170602141618_v54.27,20170710,2
21297083176-20170602141618_v54.27,20170711,2
17000083900-20170602141618_v54.27,20170616,1
18320080562-20170705140526_v55.10,20170717,2
18320080562-20170705140526_v55.10,20170714,2
18320080562-20170705140526_v55.10,20170720,2
18320080562-20170705140526_v55.10,20170713,2
18320080562-20170705140526_v55.10,20170721,2
18320080562-20170705140526_v55.10,20170718,2
18320080562-20170705140526_v55.10,20170719,2
18317080559-20170602141618_v54.27,20170712,2
18317080559-20170602141618_v54.27,20170710,2
18317080559-20170602141618_v54.27,20170711,2
21030083110-20170602141618_v54.27,20170712,2
21030083110-20170602141618_v54.27,20170710,2
21030083110-20170602141618_v54.27,20170711,2
18146043269-20170602141618_v54.27,20170712,2
18146043269-20170602141618_v54.27,20170710,2
18146043269-20170602141618_v54.27,20170711,2
21240083123-20170705140526_v55.10,20170717,2
21240083123-20170705140526_v55.10,20170714,2
21240083123-20170705140526_v55.10,20170720,2
21240083123-20170705140526_v55.10,20170713,2
21240083123-20170705140526_v55.10,20170721,2
21240083123-20170705140526_v55.10,20170718,2
21240083123-20170705140526_v55.10,20170719,2
50051071359-20170602141618_v54.27,20170616,2
15072900-20170705140526_v55.10,20170717,2
15072900-20170705140526_v55.10,20170714,2
15072900-20170705140526_v55.10,20170720,2
15072900-20170705140526_v55.10,20170713,2
15072900-20170705140526_v55.10,20170721,2
15072900-20170705140526_v55.10,20170718,2
15072900-20170705140526_v55.10,20170719,2
50051084004-20170602141618_v54.27,20170616,1
21302083177-20170705140526_v55.10,20170717,2
21302083177-20170705140526_v55.10,20170714,2
21302083177-20170705140526_v55.10,20170720,2
21302083177-20170705140526_v55.10,20170713,2
21302083177-20170705140526_v55.10,20170721,2
21302083177-20170705140526_v55.10,20170718,2
21302083177-20170705140526_v55.10,20170719,2
7006018788-20170602141618_v54.27,20170621,1
4006080519-20170705140526_v55.10,20170717,2
4006080519-20170705140526_v55.10,20170714,2
4006080519-20170705140526_v55.10,20170720,2
4006080519-20170705140526_v55.10,20170713,2
4006080519-20170705140526_v55.10,20170721,2
4006080519-20170705140526_v55.10,20170718,2
4006080519-20170705140526_v55.10,20170719,2
18065080581-20170705140526_v55.10,20170717,2
18065080581-20170705140526_v55.10,20170714,2
18065080581-20170705140526_v55.10,20170720,2
18065080581-20170705140526_v55.10,20170713,2
18065080581-20170705140526_v55.10,20170721,2
18065080581-20170705140526_v55.10,20170718,2
18065080581-20170705140526_v55.10,20170719,2
50051071348-20170602141618_v54.27,20170708,2
50051071348-20170602141618_v54.27,20170624,2
23100083761-20170602141618_v54.27,20170616,2
18291043289-20170705140526_v55.10,20170717,2
18291043289-20170705140526_v55.10,20170714,2
18291043289-20170705140526_v55.10,20170720,2
18291043289-20170705140526_v55.10,20170713,2
18291043289-20170705140526_v55.10,20170721,2
18291043289-20170705140526_v55.10,20170718,2
18291043289-20170705140526_v55.10,20170719,2
17000070591-20170602141618_v54.27,20170708,2
17000070591-20170602141618_v54.27,20170624,2
50051071295-20170602141618_v54.27,20170616,2
21117067307-20170602141618_v54.27,20170712,2
21117067307-20170602141618_v54.27,20170710,2
21117067307-20170602141618_v54.27,20170711,2
21202083169-20170602141618_v54.27,20170712,2
21202083169-20170602141618_v54.27,20170710,2
21202083169-20170602141618_v54.27,20170711,2
14066080593-20170602141618_v54.27,20170712,2
14066080593-20170602141618_v54.27,20170710,2
14066080593-20170602141618_v54.27,20170711,2
18304042099-20170602141618_v54.27,20170712,2
18304042099-20170602141618_v54.27,20170710,2
18304042099-20170602141618_v54.27,20170711,2
17000070468-20170602141618_v54.27,20170616,2
18241080615-20170705140526_v55.10,20170717,2
18241080615-20170705140526_v55.10,20170714,2
18241080615-20170705140526_v55.10,20170720,2
18241080615-20170705140526_v55.10,20170713,2
18241080615-20170705140526_v55.10,20170721,2
18241080615-20170705140526_v55.10,20170718,2
18241080615-20170705140526_v55.10,20170719,2
21213080515-20170705140526_v55.10,20170717,2
21213080515-20170705140526_v55.10,20170714,2
21213080515-20170705140526_v55.10,20170720,2
21213080515-20170705140526_v55.10,20170713,2
21213080515-20170705140526_v55.10,20170721,2
21213080515-20170705140526_v55.10,20170718,2
21213080515-20170705140526_v55.10,20170719,2
23100083932-20170602141618_v54.27,20170616,1
17000083874-20170602141618_v54.27,20170708,1
17000083874-20170602141618_v54.27,20170624,1
21265043299-20170602141618_v54.27,20170712,2
21265043299-20170602141618_v54.27,20170710,2
21265043299-20170602141618_v54.27,20170711,2
23100075432-20170602141618_v54.27,20170708,1
23100075432-20170602141618_v54.27,20170624,1
18198080574-20170705140526_v55.10,20170717,2
18198080574-20170705140526_v55.10,20170714,2
18198080574-20170705140526_v55.10,20170720,2
18198080574-20170705140526_v55.10,20170713,2
18198080574-20170705140526_v55.10,20170721,2
18198080574-20170705140526_v55.10,20170718,2
18198080574-20170705140526_v55.10,20170719,2
50051071277-20170602141618_v54.27,20170616,2
21061080528-20170602141618_v54.27,20170712,2
21061080528-20170602141618_v54.27,20170710,2
21061080528-20170602141618_v54.27,20170711,2
17000070447-20170602141618_v54.27,20170616,2
1059083130-20170705140526_v55.10,20170717,2
1059083130-20170705140526_v55.10,20170714,2
1059083130-20170705140526_v55.10,20170720,2
1059083130-20170705140526_v55.10,20170713,2
1059083130-20170705140526_v55.10,20170721,2
1059083130-20170705140526_v55.10,20170718,2
1059083130-20170705140526_v55.10,20170719,2
50051071292-20170602141618_v54.27,20170616,2
23100071081-20170602141618_v54.27,20170708,2
23100071081-20170602141618_v54.27,20170624,2
18236080629-20170705140526_v55.10,20170717,2
18236080629-20170705140526_v55.10,20170714,2
18236080629-20170705140526_v55.10,20170720,2
18236080629-20170705140526_v55.10,20170713,2
18236080629-20170705140526_v55.10,20170721,2
18236080629-20170705140526_v55.10,20170718,2
18236080629-20170705140526_v55.10,20170719,2
21287043784-20170705140526_v55.10,20170717,2
21287043784-20170705140526_v55.10,20170714,2
21287043784-20170705140526_v55.10,20170720,2
21287043784-20170705140526_v55.10,20170713,2
21287043784-20170705140526_v55.10,20170721,2
21287043784-20170705140526_v55.10,20170718,2
21287043784-20170705140526_v55.10,20170719,2
1085083094-20170705140526_v55.10,20170717,2
1085083094-20170705140526_v55.10,20170714,2
1085083094-20170705140526_v55.10,20170720,2
1085083094-20170705140526_v55.10,20170713,2
1085083094-20170705140526_v55.10,20170721,2
1085083094-20170705140526_v55.10,20170718,2
1085083094-20170705140526_v55.10,20170719,2
21207083142-20170602141618_v54.27,20170712,2
21207083142-20170602141618_v54.27,20170710,2
21207083142-20170602141618_v54.27,20170711,2
21049080597-20170602141618_v54.27,20170712,2
21049080597-20170602141618_v54.27,20170710,2
21049080597-20170602141618_v54.27,20170711,2
1130082500-20170602141618_v54.27,20170712,2
1130082500-20170602141618_v54.27,20170710,2
1130082500-20170602141618_v54.27,20170711,2
18268080552-20170602141618_v54.27,20170712,2
18268080552-20170602141618_v54.27,20170710,2
18268080552-20170602141618_v54.27,20170711,2
21207083140-20170705140526_v55.10,20170717,2
21207083140-20170705140526_v55.10,20170714,2
21207083140-20170705140526_v55.10,20170720,2
21207083140-20170705140526_v55.10,20170713,2
21207083140-20170705140526_v55.10,20170721,2
21207083140-20170705140526_v55.10,20170718,2
21207083140-20170705140526_v55.10,20170719,2
18246080619-20170602141618_v54.27,20170712,2
18246080619-20170602141618_v54.27,20170710,2
18246080619-20170602141618_v54.27,20170711,2
50051071483-20170602141618_v54.27,20170616,2
18272080549-20170705140526_v55.10,20170717,2
18272080549-20170705140526_v55.10,20170714,2
18272080549-20170705140526_v55.10,20170720,2
18272080549-20170705140526_v55.10,20170713,2
18272080549-20170705140526_v55.10,20170721,2
18272080549-20170705140526_v55.10,20170718,2
18272080549-20170705140526_v55.10,20170719,2
23500071680-20170602141618_v54.27,20170618,2
17000070448-20170602141618_v54.27,20170616,2
14770040950-20170602141618_v54.27,20170712,1
14770040950-20170602141618_v54.27,20170710,1
14770040950-20170602141618_v54.27,20170711,1
17000083784-20170602141618_v54.27,20170616,1
1061034928-20170602141618_v54.27,20170712,2
1061034928-20170602141618_v54.27,20170710,2
1061034928-20170602141618_v54.27,20170711,2
17000083792-20170602141618_v54.27,20170616,1
18206043236-20170602141618_v54.27,20170712,2
18206043236-20170602141618_v54.27,20170710,2
18206043236-20170602141618_v54.27,20170711,2
18004043137-20170705140526_v55.10,20170717,2
18004043137-20170705140526_v55.10,20170714,2
18004043137-20170705140526_v55.10,20170720,2
18004043137-20170705140526_v55.10,20170713,2
18004043137-20170705140526_v55.10,20170721,2
18004043137-20170705140526_v55.10,20170718,2
18004043137-20170705140526_v55.10,20170719,2
21275043190-20170705140526_v55.10,20170717,2
21275043190-20170705140526_v55.10,20170714,2
21275043190-20170705140526_v55.10,20170720,2
21275043190-20170705140526_v55.10,20170713,2
21275043190-20170705140526_v55.10,20170721,2
21275043190-20170705140526_v55.10,20170718,2
21275043190-20170705140526_v55.10,20170719,2
18315043194-20170705140526_v55.10,20170717,2
18315043194-20170705140526_v55.10,20170714,2
18315043194-20170705140526_v55.10,20170720,2
18315043194-20170705140526_v55.10,20170713,2
18315043194-20170705140526_v55.10,20170721,2
18315043194-20170705140526_v55.10,20170718,2
18315043194-20170705140526_v55.10,20170719,2
50051071395-20170602141618_v54.27,20170616,2
14059043160-20170602141618_v54.27,20170712,2
14059043160-20170602141618_v54.27,20170710,2
14059043160-20170602141618_v54.27,20170711,2
1085078740-20170602141618_v54.27,20170712,1
1085078740-20170602141618_v54.27,20170710,1
1085078740-20170602141618_v54.27,20170711,1
17000070387-20170602141618_v54.27,20170616,2
18194067301-20170705140526_v55.10,20170717,2
18194067301-20170705140526_v55.10,20170714,2
18194067301-20170705140526_v55.10,20170720,2
18194067301-20170705140526_v55.10,20170713,2
18194067301-20170705140526_v55.10,20170721,2
18194067301-20170705140526_v55.10,20170718,2
18194067301-20170705140526_v55.10,20170719,2
1024073065-20170602141618_v54.27,20170712,2
1024073065-20170602141618_v54.27,20170710,2
1024073065-20170602141618_v54.27,20170711,2
1133083148-20170705140526_v55.10,20170717,2
1133083148-20170705140526_v55.10,20170714,2
1133083148-20170705140526_v55.10,20170720,2
1133083148-20170705140526_v55.10,20170713,2
1133083148-20170705140526_v55.10,20170721,2
1133083148-20170705140526_v55.10,20170718,2
1133083148-20170705140526_v55.10,20170719,2
18302043263-20170705140526_v55.10,20170717,2
18302043263-20170705140526_v55.10,20170714,2
18302043263-20170705140526_v55.10,20170720,2
18302043263-20170705140526_v55.10,20170713,2
18302043263-20170705140526_v55.10,20170721,2
18302043263-20170705140526_v55.10,20170718,2
18302043263-20170705140526_v55.10,20170719,2
21073083210-20170602141618_v54.27,20170712,2
21073083210-20170602141618_v54.27,20170710,2
21073083210-20170602141618_v54.27,20170711,2
50051084005-20170602141618_v54.27,20170616,1
18053069334-20170705140526_v55.10,20170717,2
18053069334-20170705140526_v55.10,20170714,2
18053069334-20170705140526_v55.10,20170720,2
18053069334-20170705140526_v55.10,20170713,2
18053069334-20170705140526_v55.10,20170721,2
18053069334-20170705140526_v55.10,20170718,2
18053069334-20170705140526_v55.10,20170719,2
17000083904-20170602141618_v54.27,20170616,1
3083132-20170602141618_v54.27,20170712,2
3083132-20170602141618_v54.27,20170710,2
3083132-20170602141618_v54.27,20170711,2
50051084010-20170602141618_v54.27,20170616,1
21068083100-20170705140526_v55.10,20170717,2
21068083100-20170705140526_v55.10,20170714,2
