service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
2362074380-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14248081910-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12913041851-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
4957006823-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2362074434-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14390058928-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14267044333-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14797028752-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1124078986-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
5515058625-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
50051071520-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
13154082892-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
1062073267-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
4976069240-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1130082413-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14745040572-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14312054658-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14797028837-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2376062260-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3886068477-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14007063800-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5552011710-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4955068810-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1123078887-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1085083047-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12839065857-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2369067780-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12875065585-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
23100071104-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
12858065940-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7012071696-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5505058330-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2372074869-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3887068512-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
7380072011-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1984084037-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
18045080520-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14798066204-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14243081840-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1062073114-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1063059771-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
4915068553-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1060071875-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12843041298-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1064073654-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14392072107-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7009018473-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
18066080613-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5550011363-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1036082326-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14756054255-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1060071870-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4955068816-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5361074272-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
5545003380-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14797028912-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1986054097-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1982053784-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14302054570-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14797029054-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14020043052-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4976069246-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1064069981-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
17000070572-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4915068583-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14798066150-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14312054727-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
5525007919-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
12813041212-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2352067693-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4973069029-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1981053492-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1049083258-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14258044141-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3131082541-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1986054088-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14655040213-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
8300080477-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
1085078757-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3555068426-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
13223081608-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
2365074600-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1096078261-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
1719058490-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
17000070495-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5500034668-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14243081716-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1985054027-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
3922046192-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2325060740-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14267044487-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
8300080360-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
2365074565-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
7008029425-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3100034274-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4974069154-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
2325074084-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267065312-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1080076167-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14274053038-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12882054140-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12875065543-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
21292043320-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14321062720-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14703064210-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12839065798-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4973068944-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14595039958-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
7009027612-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,0
12881064403-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
17000083905-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,0
14306067583-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1095078113-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4955068652-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14756054247-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1983053891-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
13221081354-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14721047160-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
51100070770-20170705140526_v55.10,20170713,20171001,0,0,0,0,1,0,0
14243081715-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1124078982-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14007063794-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14756054250-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
15324074016-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14299069545-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1063073503-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
4915068609-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1091077932-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12850045818-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267044508-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14721047271-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14797028773-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5500026684-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267044438-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14243081678-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
51100070805-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5545003369-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3100033994-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14313073912-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3100033939-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5361074221-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14007063757-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
51100070779-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
51100070728-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14797028874-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
2365074548-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1028083031-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14274069458-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4976007300-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5552011729-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
4915068618-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
7380072010-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3880005409-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14306080660-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14306067596-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
3905041619-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14757054334-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3911041786-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1064073724-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14274069396-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
17000070681-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
6009015090-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14312054738-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14020065011-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
17000070660-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1064073801-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2369067782-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1063059873-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14255047681-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12813041225-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14731045637-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5500073041-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5550011378-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
21060083118-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18028072709-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5500072986-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14769064311-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
51100070787-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14243081843-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14258044143-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
12858065952-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23500072535-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1049082242-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12879065743-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14731045759-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14625040087-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14799064789-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1063059808-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
1983053871-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1120078720-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
23100071071-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
17000070494-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
17000070575-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14274069412-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4529007945-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
12839065773-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1122077953-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7005018574-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14721047082-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1093082728-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14030042424-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
7380059315-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
12879065734-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5565011944-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14267065317-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2325074081-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14635042764-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1085083081-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
17000083805-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,0
1080081234-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14313073908-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14625064019-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18028072659-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3905041625-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
2352060948-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14635042791-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
13221081387-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2365074541-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13170082178-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
3100034338-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14731045688-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3100034040-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14277068324-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
18119083099-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14721047272-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12528042053-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14799064715-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7004018603-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23100083941-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,0
21297083176-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
23100071252-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14721047090-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12858065881-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3911041803-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
51100070782-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14277052680-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1063059667-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14655040271-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
7009080837-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3100034273-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1981053535-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
8300080365-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
5552011801-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
17000083900-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,0
23500072552-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1080081169-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2396072239-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1719058435-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
6008081053-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
18320080562-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3911041730-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14313073916-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2366079476-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14731045630-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
18317080559-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2366079554-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2365074605-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14248081932-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1090077703-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14274069408-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1094078075-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
14767064254-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
21030083110-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14274043983-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2362074452-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1982053683-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1090077664-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12839065805-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14769064284-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14635064948-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14655040202-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14020043010-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
2325074047-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
6009015062-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14258065175-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14769064281-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1719058500-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14030042392-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
17000070707-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14390070025-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
17000070683-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
13223081610-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
7380071895-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14721047237-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
2376062275-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
1089077611-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
14769040847-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
8300033628-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
3100069290-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12839065815-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14731045776-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14007063718-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1080081242-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
5505058371-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2366079599-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
13221081318-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5500072982-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
2365074546-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5575052758-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1060069805-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
23100070951-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1089077625-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14655040274-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14020043048-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1983053939-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
2369067790-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1099058297-20170602141618_v54.27,20170611,20170712,0,0,0,0,1,0,0
12913041846-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14302054436-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14030042364-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1063073568-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1063059721-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14595039952-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
15532054198-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
18146043269-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
13221081384-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
7380059306-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1090077654-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5545003329-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
8300080378-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
6009015145-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1986054098-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
23500072563-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3886005627-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14390058933-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1983053887-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
21240083123-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14321062716-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2393062589-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
6008081049-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
7380071903-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12913084048-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3100034070-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14312054636-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5580063444-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14267044408-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14299069537-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14799064904-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
50051071359-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14770040965-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
3803041141-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
4915006253-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3945041916-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14799064819-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
50051071395-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3880005422-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14248081915-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14307075056-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5565034765-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
17000070477-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
18025072772-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2362074316-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18033075171-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14655040204-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1085083065-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
23100071055-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5500072966-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1089077586-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14769040928-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
13154082822-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
13221081349-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14302054531-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23500071609-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2372074871-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12913041818-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4974069193-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3887005773-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
