service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
2373062152-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14255047722-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14258065243-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14277052683-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
23500072558-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5550011198-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14721047178-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3100034263-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4976023930-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1060069776-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
50051071421-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14255047732-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14243081689-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1085078746-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
18028072717-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
8300033633-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
1080081195-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
8300080364-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
2366079574-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
1062073387-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
4915068622-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14797028927-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1982053835-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1063059889-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1062073180-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14030042358-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3100034275-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1062073382-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14020043021-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1985054021-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
3905041618-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2365074609-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1028082924-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14010064664-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14243081823-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14703064211-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14267044435-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1090077772-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1062073265-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14771064346-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1091077927-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3886005706-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23100071056-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
12820064366-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
18263080570-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18278042103-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
8300080503-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
2353061110-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4955068659-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
6008081005-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14302054544-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
6009015153-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3905041630-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
2378075071-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4915006296-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
7008029416-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12843041272-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
5505058373-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1062073261-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
23100071221-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
8300080397-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
1122077959-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1130082399-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
18025072748-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2353061134-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14770048154-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14312054723-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1130082406-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
21230083126-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1123084130-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18025072744-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14258044101-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18248080511-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14321062719-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18032072829-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2377062366-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14243081863-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
7380071920-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14249081983-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4974069184-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14390070044-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
13223081604-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
8300080371-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
18032072882-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1064073649-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23100071142-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
18028072710-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3922069677-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14277068363-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
4007083197-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1982053732-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14757054317-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
50051071399-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1984053985-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
7380059337-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1719058417-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4915006318-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14635064934-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14797028769-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5580063450-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1015073057-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
17000070445-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
8300080353-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
12891052901-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14258065206-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5500026729-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
12839065862-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14306067562-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14249082111-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14771064338-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2366079572-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14731045743-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14799064734-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2353061141-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
4974069124-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5515058613-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
5505058347-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1123084092-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5550011321-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14302054446-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1080076050-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
3100034367-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267044423-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
15324074022-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3100034323-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5550034604-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13220081268-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1981053606-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12891052890-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1981053580-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3905041662-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
23100071199-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
50051071387-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14277068279-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4975023879-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
50051071404-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
18028072688-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
5361074286-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14799064676-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3886005670-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14010042430-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1034082231-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1064073818-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
2373062182-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14321062681-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14312054580-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14770048152-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
6009015095-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14274053043-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12858065974-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14007063841-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14277052728-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
7380071986-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14243081813-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
8300080415-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
7380059300-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14757054314-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14258065173-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14274053054-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14635064933-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1088078729-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5552011824-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14258065221-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3100034055-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14299069591-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2362074307-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5500026690-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1080081180-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2366079405-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5565034729-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14731045774-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
2393072159-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1123078863-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14274043978-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1985054064-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
23100083973-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,0
50051071515-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14007063796-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1062073335-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1123078922-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,0
1095078179-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1064073678-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
18041080521-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
5361074260-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1080081248-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
1064073752-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
21244043117-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14721047087-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18085043325-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2391072053-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14625064079-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4974069116-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
17000070434-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
7009080811-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1064069953-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14756054285-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14731045607-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3813046647-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1065082670-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14731045789-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14731045693-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14390070031-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12839065867-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1130082456-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5550011190-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14798066017-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14769064319-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13221081304-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14731045613-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3813046570-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4957006821-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
2352060957-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267044344-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
21240083122-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14798066199-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1124078968-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
14731045742-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
5550034636-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
7380071997-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
7009027614-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
4957006840-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3100033975-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3880005428-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
4957006777-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14267044397-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1098079029-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
8300080487-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
1063073476-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
1062073359-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1983053868-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
12962042003-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14277068299-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
13223081463-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
8300080354-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
5580063492-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14313073950-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2373062177-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14277068254-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12881052809-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14299069579-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
21205083120-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1982053842-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
3911041794-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
1060069803-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3945041991-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1983053908-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1123078905-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
8300033525-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
14020065023-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
4973069071-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
12822065757-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3880005467-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14798066232-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14277068253-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3560003566-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1065082635-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2362074479-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
23100071242-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
23100071136-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
12875065584-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
12858065975-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
4974069107-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14323075119-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3880005426-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
4976069243-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14007063744-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
5580063518-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1087078700-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
51100070891-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
3880005514-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14595039920-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12881064396-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14267044411-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
5565034750-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1089077535-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
12881052828-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2326060913-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14255066322-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
8300033745-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
1080076091-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
18023072811-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1085078738-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
8300080410-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
2365061700-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3813046558-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
21021083109-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7380071959-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
4973069030-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14249082076-20170705140526_v55.10,20170713,20171001,0,0,0,0,1,1,0
2366079512-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3100034017-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2362074356-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14721047147-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
23500072616-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
14248081926-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14314060589-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1063059799-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1090077655-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13154082803-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,1
2372074908-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14277052736-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
1062073318-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1098079139-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1064073762-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
5545003359-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3922053240-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
7380059281-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
1091077915-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3555068428-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14258044096-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2325074106-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3813046602-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14267044391-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
4955068855-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
2391072063-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1089077587-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
14249082109-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
7008018716-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
12879065713-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
18032072867-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
14721047240-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1063073435-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1089077581-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
13154082849-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13223081567-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14020065026-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
2362074431-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
1028082970-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
14100069372-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14322062747-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2365061588-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14277052669-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
17000070411-20170602141618_v54.27,20170611,20170712,0,0,0,0,1,0,0
13154082912-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,1
12891052898-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14255047706-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3803041082-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,0,1
14625064038-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14246081892-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
3100034402-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
21008083103-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
2398072245-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
13170082168-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1086078684-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,1
13223081462-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1123078879-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,1,0
21293043321-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
23100071227-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14020064967-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
14797028916-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
2362074490-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
23100071222-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
3920046072-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
23100071074-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
18258080571-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1055016419-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14745040512-20170602141618_v54.27,20170611,20170712,0,0,0,0,0,1,0
14267044446-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
1097077041-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
14030042400-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,0,1
3131082528-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1060071873-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
13221081291-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
1080081219-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,1,1
1085078790-20170705140526_v55.10,20170713,20171001,0,0,0,0,0,1,0
7005018541-20170602141618_v54.27,20170611,20170712,1,1,1,1,1,0,0
14249081986-20170705140526_v55.10,20170713,20171001,1,1,1,1,1,0,0
